release_date,judul,sinopsis,genre,kata_kunci,rate,tahun
2008-05-18,Babi buta yang ingin terbang,"Linda adalah seorang wanita muda keturunan Tionghoa yang ibunya memeluk agama Kristen setelah meraih ketenaran sebagai pemain bulu tangkis. Temannya, Cahyono, lelah dengan prasangka anti-Tionghoa dan sekarang mengatakan kepada orang-orang bahwa dia berasal dari Jepang. Bersama-sama, mereka mencoba memahami tempat mereka dalam masyarakat Indonesia.",Drama,"Indonesia, Tionghoa, bulu tangkis, tunanetra, tema gay",5.8,2008
2021-02-25,Geez & Ann,"Setelah jatuh cinta pada Geez, seorang idola di sekolah, Ann harus menghadapi penentangan keluarga, patah hati, dan tipu daya saat hubungan asmara mereka bergejolak.","Drama, Romance", ,5.2,2021
2019-10-31,Lampor: Keranda Terbang,"Edwin dan Netta bersama kedua anak mereka, Adam dan Sekar, pergi ke kampung halaman Netta di Temanggung. Netta dicurigai sebagai penyebab teror Lampor di kampung halamannya, yaitu setan yang membawa peti mati terbang.","Drama, Horror", ,5.3,2019
2016-10-08,Warkop DKI Reborn: Jangkrik Boss! Part 1,"Dono, Kasino, dan Indro kembali beraksi di tengah hiruk pikuk Jakarta. Mereka sekali lagi berperan sebagai personel sebuah lembaga swasta bernama CHIIPS.","Comedy, Action, Adventure", ,6.4,2016
2008-12-01,Takut: Faces of Fear,Kompilasi film pendek horor dari tujuh sutradara yang menghasilkan enam segmen film dalam satu antologi.,"Horror, Thriller",antologi,5.7,2008
2009-09-03,Keramat,"Sekelompok pembuat film muda dari Jakarta tiba di Bantul, Yogyakarta untuk mempersiapkan pengambilan gambar. Semuanya berjalan normal hingga hari kedua ketika mereka mulai mengalami fenomena yang tidak dapat dijelaskan.",Horror,"supranatural, mockumentary, paranormal, survival, legenda urban, ketakutan, found footage, videotape",6.8,2009
1987-01-04,Perawan disarang sindikat,"Dua saudara perempuan merencanakan balas dendam terhadap gembong narkoba yang membunuh keluarga mereka dan merampas rumah mereka, yang kini digunakan sebagai basis eksperimen afrodisiak. Kakak perempuan yang lebih tua menjadi pelacur untuk mendekati geng tersebut. Kemudian, ia mengumpulkan sekelompok pengendara motor wanita, dengan pakaian kulit minim dan sepatu bot setinggi lutut, mereka menyerbu tempat persembunyian sindikat tersebut - dan kalah telak. Mereka disiksa dengan berbagai cara, bertengkar satu sama lain, tetapi mengumpulkan keberanian untuk mencoba dan melawan balik untuk melarikan diri.","Action, Crime", ,5.2,1987
2012-07-20,Kebun Binatang,"Lana kecil berusia 3 tahun ketika ia ditinggalkan sendirian di kebun binatang. Dibesarkan oleh seorang pelatih jerapah, kebun binatang adalah satu-satunya dunia yang ia kenal. Hingga suatu hari, seorang pesulap yang menawan datang dan Lana menemukan cintanya, karena ia siap meninggalkan kebun binatang. Lana memulai perjalanan, hingga suatu hari, ia memutuskan untuk kembali ke tempat ia ditinggalkan.",Drama,"sihir, kebun binatang, jerapah, pelatih hewan",6.3,2012
2017-06-25,Sweet 20,"Diadaptasi dari film Korea, Miss Granny, film ini menceritakan kisah seorang wanita tua yang membenci usia tua yang tiba-tiba berubah menjadi gadis cantik dengan semua masalah masa mudanya.","Fantasy, Comedy, Drama",pembuatan ulang,7.1,2017
1978-01-01,Primitif,"Tiga mahasiswa, Tommy, Rita, dan Robert, bersama pemandu mereka menuju hutan untuk mempelajari suku-suku primitif yang terisolasi dari peradaban. Namun, para mahasiswa mengatakan bahwa suku yang mereka kunjungi tidak cukup primitif, dan mereka ingin menemukan suku yang benar-benar biadab, serta menemukan suku kanibal legendaris yang konon tinggal di daerah tersebut.","Horror, Thriller",kanibal,3.8,1978
2007-04-19,Kala,Seorang polisi dan seorang jurnalis mengungkap serangkaian pembunuhan yang berujung pada satu masalah: sebuah harta karun yang diperebutkan oleh banyak pihak dan menyebabkan banyak korban jiwa.,"Mystery, Thriller, Crime", ,7,2007
2019-08-15,Bumi Manusia,Seorang bangsawan Jawa dan seorang wanita blasteran Belanda jatuh cinta saat Indonesia bangkit menuju kemerdekaan dari penjajahan.,Drama, ,6.9,2019
2022-10-27,Qodrat,"Seorang mantan pendeta mendapati dirinya kembali ke sekolah berasrama lamanya, di mana gangguan yang dialami komunitas sekolah tersebut mungkin membantunya mendapatkan kembali imannya dan menyelesaikan masalah terkait kematian putranya akibat roh jahat.","Horror, Action, Drama","sekolah berasrama, desa, supranatural, Islam, setan, teror",6.2,2022
2013-12-11,Soekarno: Indonesia Merdeka,Drama biografi tentang presiden pertama Indonesia ini mengisahkan perjuangan nasionalisnya untuk merebut kemerdekaan dari pemerintahan kolonial Belanda.,"Drama, History",biografi,6.9,2013
2018-03-28,Danur 2: Maddah,"Karena kemampuan Risa untuk melihat hantu terus mengganggu hidupnya, perilaku aneh pamannya membawanya untuk menemukan misteri berhantu di rumah barunya.",Horror, ,5.3,2018
2015-04-08,Filosofi Kopi,Pemilik kedai kopi yang sedang berjuang dan berpikiran jernih mendapati masa depannya terancam ketika rekannya—seorang barista berbakat namun sombong—membuat taruhan besar.,"Drama, Adventure","persahabatan, berdasarkan novel atau buku, persahabatan pria, kedai kopi, masalah keluarga",7.1,2015
2021-01-28,June & Kopi,"Seekor anjing jalanan diadopsi oleh pasangan muda, dan anjing pitbull keluarga itu langsung menjadi sekutu saat ia menyesuaikan diri dengan rumah barunya yang penuh kasih sayang.","Comedy, Drama, Family",anjing,6.4,2021
2003-12-10,Arisan!,"Di tengah perceraian, hubungan yang buruk, dan pengakuan sebagai gay, sekelompok teman dari kalangan berada menyadari bahwa tak satu pun dari kehidupan mereka semudah yang terlihat.","Comedy, Drama",sutradara wanita,7.2,2003
2018-06-28,Kulari Ke Pantai,"Sam dan ibunya, Uci, akan melakukan perjalanan darat ke pantai G-Land di Banyuwangi. Sepupu Sam, Happy, yang sangat berbeda dengan Sam, juga ikut dalam perjalanan tersebut.","Family, Drama, Adventure", ,7.5,2018
2022-10-13,Inang,"Karena kekurangan uang dan tempat tinggal, seorang wanita setuju untuk membiarkan pasangan tua dari kalangan atas merawatnya dan bayi yang belum lahir, tanpa mengetahui bahwa mereka memiliki rencana yang lebih jahat yang melibatkan putra satu-satunya mereka.","Drama, Horror, Mystery",kehamilan yang tidak direncanakan,5.9,2022
2022-04-08,Go, ,"Horror, Mystery",film pendek,8.3,2022
2022-12-01,Qorin,"Zahra, seorang siswi kelas tiga di asrama Rodiatul Jannah, selalu menjadi siswi teladan yang memiliki banyak prestasi di sekolah. Zahra rela menuruti perintah apa pun dari Ustad Jaelani, gurunya, untuk mendapatkan nilai bagus. Termasuk tugas menjaga siswi baru yang terkenal nakal bernama Yolanda, dan tugas mengajak para siswa untuk melakukan ritual pemanggilan Qorin. Setelah kedua tugas tersebut selesai, Zahra mulai mengalami teror dan hal-hal mistis. Zahra dan para siswa lain yang melakukan ritual pemanggilan Qorin, mulai dihantui oleh sosok jin yang menyerupai mereka masing-masing. Kedatangan jin Qorin membuat mereka melakukan dosa-dosa yang tak terbayangkan, dan hidup mereka dikuasai oleh jin Qorin.",Horror, ,4.9,2022
2017-12-21,Ayat-Ayat Cinta 2,"Ketika menjadi dosen di Eidenburgh, Fahri bertemu Hulya, Keira, dan Sabrina. Ketiganya berusaha membuat Fahri melupakan Aisha agar dapat melanjutkan hidupnya.","Drama, Romance", ,5.6,2017
2022-11-17,Sri Asih,"Alana menemukan kebenaran tentang asal-usulnya: dia bukanlah manusia biasa. Dia mungkin adalah anugerah bagi umat manusia dan menjadi pelindungnya sebagai Sri Asih. Atau kehancuran, jika dia tidak bisa mengendalikan amarahnya.","Action, Adventure, Science Fiction, Fantasy, Drama","bumi langit, jagat sinema bumilangit, sri asih",6.1,2022
2011-04-07,?,"Dalam kisah tentang kehidupan yang saling terkait, tiga keluarga dengan kepercayaan agama yang berbeda menghadapi perbedaan keyakinan, kesulitan, dan perjuangan lainnya.",Drama, ,6.9,2011
2010-04-15,Alangkah Lucunya (Negeri Ini),"Tiga orang dewasa yang baru lulus mencoba mendidik para pengemis muda untuk menjadi pedagang kaki lima, tetapi ditentang oleh ayah mereka.","Drama, Comedy", ,7.6,2010
2016-07-06,Koala Kumal,"Setelah tunangannya berselingkuh, seorang pria yang patah hati mengalami kebuntuan menulis dan menggunakan persahabatan barunya dengan seorang gadis pemberani untuk membebaskan diri.","Drama, Romance, Comedy", ,6.6,2016
2023-01-19,Autobiography,"Seorang pemuda bekerja sebagai pembantu rumah tangga di sebuah rumah besar yang kosong. Ketika pemiliknya kembali untuk memulai kampanye pemilihan walikota, pemuda itu menjalin hubungan baik dengannya dan membelanya ketika kampanyenya dirusak, yang memicu serangkaian kekerasan.","Drama, Thriller, Crime", ,7.1,2023
2021-06-17,Ali & Ratu Ratu Queens,"Setelah kematian ayahnya, seorang remaja berangkat ke New York untuk mencari ibunya yang telah lama terpisah darinya dan segera menemukan cinta dan ikatan di tempat-tempat yang tak terduga.","Comedy, Drama", ,7,2021
2019-10-31,Love for Sale 2,"Karena lelah dengan upaya ibunya yang selalu gagal menjodohkannya dengan wanita, Ican menyewa pasangan ideal dari aplikasi perjodohan.","Drama, Family, Romance", ,6.9,2019
2014-05-08,Marmut Merah Jambu,Seorang siswa membentuk Grup Detektif Trio untuk memecahkan kasus Babi Guinea Merah Muda Iblis yang mengancam sekolah -- dan untuk menarik perhatian seorang gadis.,"Drama, Comedy, Romance","Sekolah menengah atas, komedi romantis",6.8,2014
2017-06-25,Jailangkung,"Tiga bersaudara perempuan, bersama teman mereka yang merupakan mahasiswa metafisika, mencoba mencari tahu mengapa ayah mereka jatuh koma di sebuah rumah besar yang menyeramkan dan terpencil.","Drama, Horror",jailangkung,3.9,2017
2017-08-31,Warkop DKI Reborn: Jangkrik Boss! Part 2,"Petualangan Dono, Kasino, dan Indro berlanjut. Mereka harus mencari harta karun untuk membayar hutang mereka. Mereka pergi ke Malaysia, tetapi tas berisi kode harta karun tertukar dengan seorang wanita. Mereka akhirnya sampai di sebuah pulau tak berpenghuni yang angker.","Comedy, Action, Adventure", ,5.5,2017
2021-12-23,Teka-Teki Tika,"Sebuah keluarga bahagia yang kehidupannya saling melengkapi. Saat merayakan ulang tahun pernikahannya bersama keluarga, seorang pengusaha kaya tiba-tiba dikejutkan oleh kemunculan seorang wanita misterius yang mengaku sebagai anak kandungnya, Tika. Hingga akhirnya perpecahan dalam keluarga tak terhindarkan. Di balik semua itu, terdapat rahasia besar tentang identitas Tika.","Comedy, Crime, Drama, Mystery, Thriller", ,5.6,2021
2023-01-19,Bayi Ajaib,"Sebuah remake dari film horor klasik Indonesia, 'Bayi Ajaib' tahun 1982. Seorang anak yang dirasuki roh jahat sejak bayi, dan digunakan sebagai alat kejahatan untuk mendapatkan kekuasaan. Kosim, tiba-tiba menjadi kaya setelah menemukan emas di sungai di desa Hirupbagja. Ia segera menikahi Sumi dan menjalani kehidupan makmur sebagai tuan tanah.",Horror, ,5,2023
2019-10-03,Bebas,"Karena sebuah insiden saat mereka masih SMA, anggota Geng Bebas terpaksa berpisah. 23 tahun kemudian, salah satu dari mereka sakit parah dan berharap dapat bertemu kembali untuk terakhir kalinya.","Drama, Comedy, Romance", ,7.4,2019
2021-12-02,"Seperti Dendam, Rindu Harus Dibayar Tuntas","Ajo Kawir adalah seorang petarung yang tidak takut apa pun, bahkan kematian. Dorongan kuatnya untuk bertarung didorong oleh sebuah rahasia: impotensinya. Ketika ia bertemu dengan seorang petarung wanita tangguh bernama Iteung, Ajo babak belur, tetapi ia juga jatuh cinta. Akankah jalan hidup Ajo membawanya menuju kehidupan bahagia bersama Iteung, dan akhirnya, kedamaian batinnya sendiri?","Action, Drama, Romance, Mystery, Fantasy", ,6.8,2021
2019-01-17,Preman Pensiun,"Meskipun berjuang untuk menjalani kehidupan yang taat hukum, seorang mantan kriminal berusaha menahan keinginan untuk ikut campur dalam rencana balas dendam yang dipimpin oleh mantan bawahannya.","Comedy, Drama", ,6.6,2019
1954-05-01,Lewat Djam Malam,Seorang pahlawan revolusi kembali ke kehidupan sipil dan mendapati masyarakat baru sangat berbeda dari cita-cita yang diperjuangkannya.,Drama,"pelacur, polisi, pembunuhan",7.2,1954
2018-09-13,Bisikan Iblis,"Ibu Nany tewas akibat kekuatan yang tak terlihat. Delapan tahun kemudian, Nany bersekolah di tempat ibunya dulu bersekolah untuk belajar. Dan kemudian, sesuatu mengganggunya.",Horror, ,5.6,2018
2016-06-30,Rudy Habibie,Rudy bertemu Ilona. Perbedaan visi mereka membuat hubungan mereka sulit. Ilona ingin Rudy tetap tinggal di Jerman dan menentang kecintaannya pada Indonesia.,"Romance, Drama, History", ,7.5,2016
2019-04-27,27 Steps of May,"Delapan tahun lalu, May yang berusia 14 tahun diperkosa oleh sekelompok pria. Ayah May sangat terpukul, menyalahkan dirinya sendiri karena tidak mampu melindungi putrinya. Trauma yang mendalam akibat kejadian ini membuat May menarik diri sepenuhnya dari kehidupan.",Drama, ,7.9,2019
2018-10-25,Jaga Pocong,"Mila adalah seorang perawat, yang tidak bisa menolak ketika ditugaskan untuk merawat Sulastri di rumahnya. Saat tiba di rumah Sulastri, ternyata Sulastri telah meninggal dunia.",Horror, ,5.4,2018
2009-12-17,Sang Pemimpi,"Tiga sahabat berjuang melewati masa remaja, sambil berharap hal-hal yang lebih besar dan lebih baik menanti mereka.",Drama, ,6.8,2009
2019-04-11,Sunyi,Kekerasan fisik dan mental menjadi menu harian Alex di sekolah. Insiden mengerikan menghantui siswa senior setelah ritual pemanggilan roh.,Horror, ,5.9,2019
2019-03-28,MatiAnak,"Sejak ada anak baru datang ke panti asuhan, hal-hal aneh mulai terjadi.",Horror, ,6,2019
2016-01-28,Surat dari Praha,Larasati berusaha memenuhi keinginan terakhir mendiang ibunya untuk mengantarkan sebuah kotak berisi surat-surat dari masa lalunya kepada seorang pria tua yang tinggal di Praha.,"Romance, Drama", ,7.1,2016
2016-07-05,Sabtu Bersama Bapak,"Gunawan memiliki seorang istri bernama Itje dan dua anak kecil, Satya dan Cakra. Kehidupan mereka berubah ketika Gunawan mengetahui bahwa ia hanya memiliki waktu satu tahun lagi untuk hidup. Gunawan memutuskan bahwa kematian tidak akan membatasinya untuk mencintai kedua anaknya.",Drama, ,7.2,2016
2011-12-01,Arisan! 2,"Sekelompok teman berkumpul kembali untuk berlibur di tengah alam, di mana mereka tertawa mengenang sejarah bersama dan mempererat ikatan melalui kebenaran yang sulit.","Comedy, Drama",sutradara wanita,6.4,2011
2013-12-19,Tenggelamnya Kapal Van Der Wijck,"Ketika seorang pemuda meninggalkan rumah untuk memenuhi keinginan mendiang ayahnya, ia bertemu dan jatuh cinta dengan seorang wanita dari latar belakang yang sangat berbeda.","Drama, Romance", ,7.7,2013
2000-06-13,Petualangan Sherina,Seorang gadis yang kesulitan di sekolah barunya harus bekerja sama dengan teman sekelasnya yang selalu membuatnya pusing ketika masalah menghampiri mereka berdua dalam petualangan musikal ini.,"Adventure, Drama, Music, Family", ,7.8,2000
2023-07-27,Hari Ini Akan Kita Ceritakan Nanti,"Kehidupan Narendra dan Ajeng bersinggungan untuk pertama kalinya saat masa lalu dan masa kini menyatu dalam prekuel ""One Day We'll Talk About Today.""","Drama, Family, Romance", ,5.9,2023
1986-05-08,The Intruder,"Mereka telah memukuli dan menyiksanya. Mereka telah memperkosa dan membunuh istrinya. Tetapi mereka telah melakukan satu kesalahan besar. Mereka tidak membunuhnya. Alex Trambuan, yang dikenal teman-temannya sebagai Rambu, adalah seorang vigilante tunggal dan mantan petugas polisi yang membalas dendam kepada seluruh kartel narkoba Kolombia yang membunuh istrinya. Hanya ada satu pemenang dalam permainan maut ini, namanya Rambu, ini adalah perang pribadinya dan kota ini tidak akan pernah melupakan warisan pembalasannya.","Action, Crime, Thriller", ,5.6,1986
2020-08-17,Guru-Guru Gokil,"Ketika gaji staf di sekolahnya dicuri, seorang guru baru yang enggan memulai upaya untuk mendapatkan kembali uang tersebut dan segera menemukan kegembiraan dalam mengajar.","Comedy, Drama", ,6.2,2020
2017-03-09,Galih & Ratna,Dua remaja menghadapi tuntutan dari keluarga mereka yang tidak peduli dengan keinginan mereka. Mereka hanya saling mendukung dan mengejar impian masing-masing.,"Drama, Romance", ,6.4,2017
2017-04-19,Kartini,Seorang wanita bangsawan berjuang melawan norma-norma patriarki untuk meningkatkan akses pendidikan bagi perempuan di masyarakat Indonesia pada awal tahun 1900-an.,"Drama, History", ,7.5,2017
2020-09-18,Bucin,Empat sahabat mengikuti kelas yang diajar oleh seorang guru cinta yang membimbing mereka untuk mempertanyakan hubungan romantis mereka — hingga agenda tersembunyinya terungkap.,"Comedy, Drama, Romance", ,4.2,2020
2018-11-11,A Man Called Ahok,"Sebuah film biografi Indonesia tentang mantan gubernur Jakarta yang kontroversial, Ahok.",Drama, ,8.1,2018
2013-11-21,Sokola Rimba,Seorang wanita muda yang idealis melakukan perjalanan ke hutan belantara Indonesia untuk mengajarkan melek huruf -- dan banyak hal lainnya -- kepada anak-anak setempat.,"Drama, History", ,7.2,2013
2020-09-05,Sabar Ini Ujian,Sabar mengalami kembali hari yang sama dan mendapat kesempatan untuk mengubah upacara pernikahan mantan pacarnya berulang kali hingga ia mendapatkan gadis impiannya.,"Comedy, Drama, Fantasy, Romance", ,7.7,2020
2022-06-02,Ngeri-Ngeri Sedap,Sepasang suami istri merekayasa perceraian mereka untuk mendorong anak-anak mereka yang sudah dewasa dan terasing untuk kembali ke kampung halaman mereka.,"Drama, Comedy","keluarga, Batak",7.9,2022
2017-03-23,Dear Nathan,Kisah asmara antara seorang remaja pembuat onar dan gadis yang ia puja menghadapi ujian emosional ketika mantan kekasihnya kembali dan mempermainkan hatinya.,"Romance, Drama", ,6.8,2017
